Ready?,name,Train Type,track-types,desc,maxSpeed (m/s),maxAcceleration,maxDeceleration,capacityPerCar,minCars,maxCars,carsPerCarSet,carLength,trainWidth,maxStationLength,carCost,baseTrackCost,baseStationCost,scissorsCrossoverCost,canCrossRoads,maxSpeedLocalStation,Old?,trainOperationalCostPerHour,carOperationalCostPerHour,color,Multipliers,Min Capacity,Max Capacity,Manufacturer,Train Category,Cities,Nation,Cont,Generic?,Cities2,Nation2
FALSE,NTL Translohr-6,Rubber LRT,Paris Rubber Tram,The Translohr is a rubber-wheeled articulated tram built by NTL/Lohr that has been in service since 2006. This is the 6 segment version Acceleration is guesstimated,19.4,1.30,1.30,60,6,6,6,7.67,2.20,50,,50000,75000000,15000000,TRUE,6.7,FALSE,250,25,#E3051C,5.06|2.25|1.13|0.30|0.70,360,360,"NTL,Lohr",LRT,PAR,FR,Western Europe,FALSE,Paris,France
TRUE,Avenio (CPH),Standard LRT,750V LRT (CAT|MS),The Siemens Avenio is a low-floor LRV family that has been in service since 2009. This is the version used in Copenhagen.,22.2,1.20,1.20,65,4,4,4,9.23,2.65,50,1075098,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#56C271,6.75|3.00|1.50|0.30|0.80,260,260,Siemens,LRT,CPH,DK,Northern Europe,FALSE,Copenhagen,Denmark
TRUE,Variobahn 32m,Standard LRT,750V LRT (CAT|MS),"The Stadler Variobahn is a low-floow LRV that has been in service across the world since 1993. This is the 32m, standard gauge and width model. Acceleration is a guesstimate.",22.2,1.20,1.20,43,5,5,5,6.40,2.65,40,644564,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#C4003E,6.75|3.00|1.50|0.30|0.80,215,215,Stadler,LRT,"LDN, CPH","UK, DK","Europe, Northern Europe",FALSE,"London, Copenhagen","United Kingdom, Denmark"
TRUE,Variobahn Odense,Standard LRT,750V LRT (CAT|MS),"The Stadler Variobahn is a low-floow LRV that has been in service across the world since 1993. This is the 30m, standard gauge and width model, used by Odense. Acceleration is a guesstimate.",22.2,1.20,1.20,40,5,5,5,5.84,2.65,40,600000,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#EF3B24,6.75|3.00|1.50|0.30|0.80,200,200,Stadler,LRT,CPH,DK,Northern Europe,FALSE,Copenhagen,Denmark
FALSE,ET (DSB),Standard Commuter,"25-GF Main Line (CAT|UIC), 15-16.6 Main Line (CAT|UIC)",The ET (also known as the X31K) is a regional rail EMU built by ADTranz/Alstom for service between Copenhagen and Malmo. It has been in service since 1999.,50.0,0.87,0.87,79,3,12,3,26.30,2.97,350,,50000,75000000,15000000,TRUE,15,FALSE,600,60,#005B99,8.44|3.75|1.88|0.30|0.90,237,948,ADtranz,Commuter,CPH,DK,Northern Europe,FALSE,Copenhagen,Denmark
TRUE,ES/IC5 (DSB),Standard Commuter,25-GF Main Line (CAT|UIC),The ES (also known as the IC5) is a regional / intercity EMU built by Alstom based off their Coradia Stream for Danish State Railways. It will enter service in 2027.,55.6,1.20,1.20,65,5,15,5,21.88,2.82,350,3321682,50000,75000000,15000000,TRUE,15,FALSE,600,60,#D00C33,8.44|3.75|1.88|0.30|0.90,325,975,Alstom,Commuter,CPH,DK,Northern Europe,FALSE,Copenhagen,Denmark
FALSE,ER/IR4 (DSB),Standard Commuter,25-GF Main Line (CAT|UIC),The ER (also known as IR4) is a regional rail EMU built by ABB Scandia for Danish State Railways that entered service in the 1990s. ,50.0,0.78,0.78,60,4,16,4,19.13,3.10,350,,50000,75000000,15000000,TRUE,15,TRUE,840,84,#910824,8.44|3.75|1.88|0.30|0.90,240,960,ABB,Commuter,CPH,DK,Northern Europe,FALSE,Copenhagen,Denmark
TRUE,IC4 (DSB),Diesel Commuter,"EU Commuter Diesel, 25-GF Main Line (CAT|UIC), 15-16.6 Main Line (CAT|UIC)",The IC4 is a regional / intercity DMU built by AnsaldoBreda for DSB and also one for Muammar Gaddafi that entered full service in 2012. ,55.6,0.90,0.90,53,4,12,4,21.63,3.15,350,2843217,37500,56250000,11250000,TRUE,15,FALSE,800,80,#CE2B37,8.44|3.75|1.88|0.30|0.90,212,636,AnsaldoBreda,Commuter,"CPH, GADAF","DK, LY","Northern Europe, North Africa",FALSE,"Copenhagen, Muammar Gaddafi","Denmark, Libya"
TRUE,Series 500 (BCN),Automated Metro,1.5kV Auto Metro (CAT|BCN),"The Series 500 is an automated derivative of the Series 2100 heavy metro EMU built by CAF, Meinfesa, and Alstom for the Barcelona metro. It entered service in 2003. Acceleration is a guesstimate.",22.2,0.90,1.08,141,2,2,2,16.50,2.71,40,1425979,50000,78750000,15750000,FALSE,13,TRUE,560,56,#B4CD56,6.75|3.00|1.50|0.30|0.80,282,282,"CAF,Meinfesa,Alstom",Metro,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 2100 (BCN),Standard Metro,1.2kV Metro (CAT|BCN),"The Series 2100 is a heavy metro EMU built by CAF, Meinfesa, and Alstom for the Barcelona metro that entered service in 1995. They were renovated in 2019. Acceleration is a guesstimate.",22.2,1.00,1.20,141,5,5,5,16.50,2.71,100,1425979,50000,75000000,15000000,FALSE,13,TRUE,700,70,#FCBE00,6.75|3.00|1.50|0.30|0.80,705,705,"CAF,Meinfesa,Alstom",Metro,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 5000 (BCN),Standard Metro,1.2kV Metro (CAT|BCN),The Series 5000 is a heavy metro EMU built by CAF and Mitsubishi for the Barcelona metro that entered service in 2005. Acceleration is a guesstimate.,22.2,1.00,1.20,185,5,5,5,17.80,2.71,100,1301905,50000,75000000,15000000,FALSE,13,FALSE,500,50,#0177BC,6.75|3.00|1.50|0.30|0.80,925,925,"CAF,Meinfesa,Mitsubishi",Metro,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 6000 (BCN),Standard Metro,1.5kV IB Metro (CAT|UIC),The Series 6000 is an Iberian Gauge heavy metro EMU built by CAF for the Barcelona metro that entered service in 2007. Acceleration is a guesstimate.,22.2,1.00,1.20,231,5,5,5,16.84,3.10,100,1328673,55000,82500000,16500000,FALSE,13,FALSE,500,50,#DF2937,8.44|3.75|1.88|0.30|0.90,1154,1154,CAF,Metro,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 7000 (BCN),Standard Metro,1.2kV Metro (CAT|BCN),The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The Series 8000 is a heavy metro variant built for the Barceolona Metro line that entered service in 2023. Acceleration is a guesstimate.,22.2,1.00,1.20,170,5,5,5,17.80,2.71,100,1468771,50000,75000000,15000000,FALSE,13,FALSE,500,50,#3AA83E,6.75|3.00|1.50|0.30|0.80,850,850,Alstom,Metro,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 8000 (BCN),Standard Metro,1.5kV IB Metro (CAT|UIC),The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The Series 8000 is a heavy metro variant built for the Barceolona Metro's wide gauge line that entered service in 2023. Acceleration is a guesstimate.,22.2,1.00,1.20,220,5,5,5,17.80,3.10,100,1468771,55000,82500000,16500000,FALSE,13,FALSE,500,50,#FF3041,8.44|3.75|1.88|0.30|0.90,1100,1100,Alstom,Metro,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 9000 (BCN),Standard Metro,"1.2kV Metro (CAT|BCN), 1.5kV Metro (CAT|BCN), 1.5kV Auto Metro (CAT|BCN)",The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The Series 9000 is a semi-autonomous heavy metro variant built for the Barceolona Metro that entered service in 2006.,22.2,1.00,1.20,192,5,5,5,17.22,2.71,100,1376125,50000,75000000,15000000,FALSE,13,FALSE,500,50,#993C8C,6.75|3.00|1.50|0.30|0.80,960,960,Alstom,Metro,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 9000 A (BCN),Automated Metro,1.5kV Auto Metro (CAT|BCN),The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The Series 9000 A is an autonomous heavy metro variant built for the Barceolona Metro that entered service in 2006.,22.2,1.00,1.08,192,5,5,5,17.22,2.71,100,1376125,50000,78750000,15750000,FALSE,13,FALSE,400,40,#08A0E5,6.75|3.00|1.50|0.30|0.80,960,960,Alstom,Metro,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 112 (BCN),Standard Metro,1.5kV Metro (CAT|BCN),"The Series 112 is a metro EMU built by Alstom, CAF, and ABB which enterered service on the Barcelona Metro in 1995. Acceleration is guesstimated.",25.0,1.10,1.10,181,4,8,4,19.88,2.75,165,1500000,50000,75000000,15000000,FALSE,13,TRUE,700,70,#7386BC,6.75|3.00|1.50|0.30|0.80,724,1448,"Alstom,CAF,ABB",Metro,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 113 (BCN),Standard Metro,1.5kV Metro (CAT|BCN),The Series 113 is a metro EMU built by Alstom and CAF which enterered service on the Barcelona Metro in 2014.,25.0,1.10,1.10,195,4,4,4,20.125,2.76,165,1865975,50000,75000000,15000000,FALSE,13,FALSE,500,50,#BBB3D7,6.75|3.00|1.50|0.30|0.80,780,780,"Alstom,CAF",Metro,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 114 (BCN),Standard Metro,1.5kV Metro (CAT|BCN),The Series 114 is a metro EMU built by Alstom and CAF which enterered service on the Barcelona Metro in 2014.,25.0,1.00,1.10,200,3,3,3,20.00,2.75,165,1865975,50000,75000000,15000000,FALSE,13,FALSE,500,50,#B16612,6.75|3.00|1.50|0.30|0.80,600,600,"Alstom,CAF",Metro,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 115 (BCN),Standard Metro,1.5kV Metro (CAT|BCN),The Series 115 is a metro EMU built by Stadler which enterered service on the Barcelona Metro in 2022. Acceleration is guesstimated.,25.0,1.10,1.10,194,4,4,4,20.20,2.75,165,1967306,50000,75000000,15000000,FALSE,13,FALSE,500,50,#9EB7FF,6.75|3.00|1.50|0.30|0.80,776,776,Stadler,Metro,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 213 (BCN),Standard Metro,1.5kV Metro (CAT|BCN),"The Series 112 is a metro EMU built by Alstom, CAF, and Bombardier which enterered service on the Barcelona Metro in 1999.",25.0,1.05,0.70,156,3,6,3,17.33,2.75,165,2350661,50000,75000000,15000000,FALSE,13,FALSE,500,50,#E579AE,6.75|3.00|1.50|0.30|0.80,468,936,"Alstom,CAF,Bombardier",Metro,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Citadis 302,Standard LRT,750V LRT (CAT|MS),"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, five section version.",19.4,1.30,1.20,50,5,10,5,6.44,2.65,70,1000000,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#C04191,6.75|3.00|1.50|0.30|0.80,250,500,Alstom,LRT,"Generic, BCN","Generic, ES","Generic, Southern Europe",TRUE,"Generic, Barcelona","Generic, Spain"
TRUE,Citadis 305,Standard LRT,"750V LRT (CAT|MS), 750V LRT (APS|MS)","The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 5th generation, five section version.",19.4,1.30,1.20,50,5,10,5,6.44,2.65,70,1000000,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#0094FF,6.75|3.00|1.50|0.30|0.80,250,500,Alstom,LRT,"Generic, BCN, T-A, SYD","Generic, ES, IL, AU","Generic, Southern Europe, West Asia, Oceania",TRUE,"Generic, Barcelona, Tel-Aviv, Sydney","Generic, Spain, Israel, Australia"
FALSE,Series 447,Standard Commuter,3kV IB Main Line (CAT|LSS),,33.3,,,185,3,12,3,25.33,,310,,55000,82500000,16500000,TRUE,15,FALSE,600,60,,6.75|3.00|1.50|0.30|0.80,555,2220,,Commuter,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
FALSE,Series 448,Standard Commuter,3kV IB Main Line (CAT|LSS),,44.4,,,173,3,9,3,26.18,,310,,55000,82500000,16500000,TRUE,15,FALSE,600,60,,6.75|3.00|1.50|0.30|0.80,519,1557,,Commuter,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 449,Standard Commuter,3kV IB Main Line (CAT|LSS),The Series 449 is a Commuter Rail EMU built by CAF and Mitsubishi for usage by Renfe across Spain. It entered service in 2009. ,44.4,0.80,1.00,183,5,15,5,19.61,2.94,310,1348653,55000,82500000,16500000,TRUE,15,FALSE,600,60,#BC6100,6.75|3.00|1.50|0.30|0.80,915,2745,"CAF,Mitsubishi",Commuter,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
FALSE,Series 450/451,Standard Commuter,3kV IB Main Line (CAT|LSS),,38.9,,,260,3,18,3,,,0,,55000,82500000,16500000,TRUE,15,FALSE,600,60,,6.75|3.00|1.50|0.30|0.80,780,4680,,Commuter,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
FALSE,Series 452,Standard Commuter,3kV IB Main Line (CAT|LSS),,38.9,,,155,6,,6,16.67,,0,,55000,82500000,16500000,TRUE,15,FALSE,600,60,,6.75|3.00|1.50|0.30|0.80,930,0,,Commuter,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
TRUE,Series 462-465,Standard Commuter,3kV IB Main Line (CAT|LSS),The Civia is a class of Commuter Rail EMUs built by CAF and Siemens for Renfe for usage across Spain. They entered service in 2003. Acceleration is a guesstimate.,33.3,0.80,1.00,202,2,14,1,21.85,2.94,330,1434491,55000,82500000,16500000,TRUE,15,FALSE,600,60,#EF7D00,6.75|3.00|1.50|0.30|0.80,404,2828,"CAF,Siemens",Commuter,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
FALSE,Series 470,Standard Commuter,3kV IB Main Line (CAT|LSS),,38.9,,,200,3,12,3,26.72,2.90,330,,55000,82500000,16500000,TRUE,15,TRUE,840,84,,6.75|3.00|1.50|0.30|0.80,600,2400,,Commuter,BCN,ES,Southern Europe,FALSE,Barcelona,Spain
FALSE,M4 (AMS),Standard Metro,"750V Metro (TRU|AAR), 600V LRT (CAT|MS)","The M4 is a tram and metro EMU built by CAF for the Amsterdam Metro in 2019. The original designation was S3 and they were built in 1996, but after being renovated they were renamed to M4 due to the significant changes, inclduing permanently extended steps for the wider loading gauge.",19.4,1.30,1.50,125,2,6,2,15.45,2.65,125,,62000,93000000,18750000,FALSE,13,FALSE,500,50,#008D49,5.63|2.50|1.25|0.30|0.90,250,750,CAF,Metro,AMS,NL,Western Europe,FALSE,Amsterdam,Netherlands
TRUE,M5 (AMS),Standard Metro,750V Metro (TRU|AAR),The Alstom Metropolis is a series of metro EMUs in service across the world since 1993. The M5 is a variant produced for the Amsterdam Metro.,25.0,1.20,1.20,160,6,6,6,19.37,3.00,125,1719297,62000,93000000,18750000,FALSE,13,FALSE,500,50,#0092D4,5.63|2.50|1.25|0.30|0.90,960,960,Alstom,Metro,AMS,NL,Western Europe,FALSE,Amsterdam,Netherlands
TRUE,M7 (AMS),Standard Metro,750V Metro (TRU|AAR),The M4 is a metro EMU built by CAF for the Amsterdam Metro that entered service in 2023.,22.2,1.20,1.30,160,3,6,3,19.87,3.00,125,2965788,62000,93000000,18750000,FALSE,13,FALSE,500,50,#FFD500,5.63|2.50|1.25|0.30|0.90,480,960,CAF,Metro,AMS,NL,Western Europe,FALSE,Amsterdam,Netherlands
TRUE,Urbos 100 (AMS),Standard LRT,600V LRT (CAT|UN),The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the Amsterdam Metro's G15. Capacity is artifically increased due to game processing limitations. Acceleration is guesstimated.,19.4,1.20,1.20,40,5,10,5,6.00,2.40,65,787111,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#0000BB,5.06|2.25|1.13|0.30|0.70,200,400,CAF,LRT,AMS,NL,Western Europe,FALSE,Amsterdam,Netherlands
TRUE,Combino (AMS),Standard LRT,600V LRT (CAT|UN),The Combino family are articulated low-floor light-rail vehicles built by Siemens that have been in service across the world since the 90s. This specific model is based on the Amsterdam Metro's G14. Capacity is artifically increased due to game processing limitations. Acceleration is guesstimated.,19.4,1.20,1.20,40,5,10,5,5.84,2.40,65,334541,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#000099,5.06|2.25|1.13|0.30|0.70,200,400,Siemens,LRT,AMS,NL,Western Europe,FALSE,Amsterdam,Netherlands
FALSE,S/300 (ROM),Standard Metro,1.5kV Metro (CAT|MW),The S/300 is a metro EMU built by CAF for the Rome Metro's Lines A and B that has been in service since 2005.,25.0,1.10,1.10,202,6,6,6,18.13,2.83,120,,50000,75000000,15000000,FALSE,13,FALSE,500,50,#F36C21,6.75|3.00|1.50|0.30|0.80,1212,1212,CAF,Metro,ROM,IT,Southern Europe,FALSE,Rome,Italy
TRUE,Hitachi Rome,Standard Metro,1.5kV Metro (CAT|MW),This is an unnamed series of trains built by Hitachi for the Rome Metro Line B that will enter service in 2026. Acceleration is guesstimated.,22.2,1.30,1.30,201,6,6,6,17.67,2.85,120,1936791,50000,75000000,15000000,FALSE,13,FALSE,500,50,#0071BB,6.75|3.00|1.50|0.30|0.80,1206,1206,CAF,Metro,ROM,IT,Southern Europe,FALSE,Rome,Italy
TRUE,81-717/81-714,Standard Metro,"825V USSR Metro (TRU|MS), 825V Metro (TRA|MW)",The Metrovagonmash 81-717/81-714 is a Soviet era heavy metro EMU that entered service in 1977. It remains in use across the former USSR.,22.2,1.20,1.10,250,1,8,1,19.21,2.67,160,1000000,68200,102300000,20625000,FALSE,13,TRUE,700,70,#32AB53,4.50|2.00|1.00|0.30|0.80,250,2000,Metrovagonmash,Metro,"USSR, IEV, BUD","SU, UA, HU","USSR, Eastern Europe, Eastern Europe",FALSE,"Union of Soviet Socialist Republics, Kyiv, Budapest","Union of Soviet Socialist Republics, Ukraine, Hungary"
TRUE,Twist Foxtrot,Standard LRT,600V USSR LRT (CAT|NAR),The Twist is a low-floor articulated LRV built by a Polish company named PESA that entered service in 2012. The 71-414 Foxtrot is a variant made for Kyiv and Moscow. Acceleration is a guesstimate. Capacity is increased artificially due to game processing requirements. Cost is an estimate.,20.8,1.30,1.30,67,3,3,3,8.75,2.50,30,750000,55000,82500000,16500000,TRUE,6.7,FALSE,200,20,#001C4A,6.75|3.00|1.50|0.30|0.80,201,201,PESA,LRT,IEV,UA,Eastern Europe,FALSE,Kyiv,Ukraine
TRUE,K-1T,Standard LRT,600V USSR LRT (CAT|NAR),The K-1T is a low-floor articulated LRV built by Tatra-Yug that entered service in 2020. Acceleration is a guesstimate. Capacity is increased artificially due to game processing requirements. Cost is an estimate.,20.8,1.30,1.30,67,3,3,3,8.67,2.50,30,750000,55000,82500000,16500000,TRUE,6.7,FALSE,200,20,#35BCED,6.75|3.00|1.50|0.30|0.80,201,201,Tatra-Yug,LRT,IEV,UA,Eastern Europe,FALSE,Kyiv,Ukraine
TRUE,Innovia APM,People Mover,Auto People Mover,The Innovia APM is an automated people mover built by Bombardier that is mainly used in airports. IRL it can run in sets of 1 but game processing requirements mean its 2 minimum.,13.9,1.00,1.00,100,2,4,1,12.80,2.80,55,3600000,68750,103125000,20625000,FALSE,5,FALSE,200,20,#000000,4.50|2.00|1.00|0.30|0.80,200,400,Bombardier,Mover,MIA,US,North America,FALSE,Miami,United States of America
TRUE,Hitachi Miami,Standard Metro,DC Metro,This is an unnamed series of heavy metro trains built by Hitachi for the Miami Metrorail that entered service in 2017. Acceleration is guesstimated.,31.9,1.30,1.30,178,2,6,2,22.90,3.11,150,2205882,62500,93750000,18750000,FALSE,13,FALSE,500,50,#0079C2,5.63|2.50|1.25|0.30|0.90,356,1068,Hitachi,Metro,MIA,US,North America,FALSE,Miami,United States of America
FALSE,Seattle Series 1,Standard LRT,1.5kV LRT (CAT|MS),The Series 1 is an articulated low-floor light-rail vehicle built by Kinki Sharyo that has been in service in Seattle since 2009.,24.7,1.34,1.34,75,3,12,3,9.65,2.65,120,,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#3DAE2B,6.75|3.00|1.50|0.30|0.80,225,900,Kinki Sharyo,LRT,SEA,US,North America,FALSE,Seattle,United States of America
FALSE,Aero,Diesel Commuter,U.S. Commuter Diesel,The Colorado Railcar DMU also known as the Aero is a vehicle produced by the now defunct Colorado Railcar that entered service in 2002.,44.4,0.67,0.67,92,4,4,4,26.00,3.05,110,,37500,56250000,11250000,TRUE,15,FALSE,800,80,#D34727,8.44|3.75|1.88|0.30|0.90,368,368,Colorado Railcar,Commuter,POR,US,North America,FALSE,Portland (OR),United States of America
TRUE,SD-100/160,Standard LRT,"600V LRT (CAT|MS), 750V LRT (CAT|MS)",The SD-100/160 series are articulated high-floor light-rail vehicles built by Siemens that have been in service across North America since 1994. Capacity slightly increased due to game processing requirements.,22.2,1.07,1.31,100,2,10,2,12.40,2.65,130,2000000,50000,75000000,15000000,TRUE,6.7,TRUE,280,28,#FFFFFF,6.75|3.00|1.50|0.30|0.80,200,1000,Siemens,LRT,"SD, SLC, DEN, CGY, EDM","US, US, US, CA, CA","North America, North America, North America, North America, North America",FALSE,"San Diego, Salt Lake City, Denver, Calgary, Edmonton","United States of America, United States of America, United States of America, Canada, Canada"
TRUE,Urbos 3 (WMM),Standard LRT,750V LRT (CAT|MS),The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the West Midland Metro's version. Acceleration is guesstimated.,19.4,1.20,1.20,42,5,5,5,6.60,2.65,38,474526,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#0000BB,6.75|3.00|1.50|0.30|0.80,210,210,CAF,LRT,BHM,UK,Europe,FALSE,Birmingham (UK),United Kingdom
TRUE,S200-HF (CGY),Standard LRT,"600V LRT (CAT|MS), 750V LRT (CAT|MS), 1.5kV LRT (CAT|MS)",The S200 series are articulated high-floor light-rail vehicles built by Siemens that have been in service across North America since 2016. This specific model is based on the model used in Calgary since 2019. Capacity is artificially higher due to game processing requirements.,22.4,0.95,1.32,67,3,9,3,8.60,2.65,110,2196377,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#C8102E,6.75|3.00|1.50|0.30|0.80,201,603,Siemens,LRT,CGY,CA,North America,FALSE,Calgary,Canada
FALSE,Tyne and Wear Metrocar,Standard Metro,1.5kV Metro (CAT|MS),"The Tyne and Wear Metrocar is an EMU originally built by Metro-Cammel in the 1970s, entered serivce in 1980, and was later renovated by Wabtec in the 2010s.",22.2,1.20,1.20,126,2,6,2,13.90,2.65,95,,50000,75000000,15000000,FALSE,13,TRUE,700,70,#FDB826,6.75|3.00|1.50|0.30|0.80,252,756,Metro-Cammel,Metro,NCL,UK,Europe,FALSE,Newcastle,United Kingdom
TRUE,BR Class 555,Standard Metro,1.5kV Metro (CAT|MS),The Metro (BR 555) is a light rail EMU built by Stadler for the Tyne and Wear Metro that entered service in 2024.,22.2,1.35,1.35,120,5,10,5,11.98,2.65,125,2146833,50000,75000000,15000000,FALSE,13,FALSE,500,50,#B7841D,6.75|3.00|1.50|0.30|0.80,600,1200,Stadler,Metro,NCL,UK,Europe,FALSE,Newcastle,United Kingdom
FALSE,Batch 11 (ATH),Standard Metro,750V Metro (TRA|MW),,,,,172,6,6,,,,,,62500,93750000,18750000,FALSE,13,FALSE,500,50,,4.50|2.00|1.00|0.30|0.80,1032,1032,"ADTranz,Siemens,Hellenic Shipyards,Bombardier",Metro,ATH,GR,Southern Europe,FALSE,Athens,Greece
FALSE,Generation 1 (ATH),Standard Metro,750V Metro (TRA|MW),"The 1st Generation of Athens lines 2 and 3 rolling stock is a heavy metro EMU built by Siemens, Daimler-Benz, and Alstom that entered service in 2000. It also operates on Line 1.",22.2,1.00,1.08,172,3,6,3,17.67,2.80,110,,62500,93750000,18750000,FALSE,13,FALSE,500,50,#007A33,4.50|2.00|1.00|0.30|0.80,516,1032,"Siemens,Daimler-Benz,Alstom",Metro,ATH,GR,Southern Europe,FALSE,Athens,Greece
FALSE,Generation 2 (ATH),Standard Metro,"750V Metro (TRA|MW), 25-GF Main Line (CAT|MW)","The 2nd Generation of Athens lines 2 and 3 rolling stock is a heavy metro dual-mode EMU built by Hyundai, Mitsubishi, and Knorr-Bremse that entered service in 2003.",33.3,1.00,1.10,171,3,6,3,17.67,2.80,110,,62500,93750000,18750000,FALSE,13,FALSE,500,50,#DA291C,4.50|2.00|1.00|0.30|0.80,513,1026,"Hyundai,Mitsubishi,Knorr-B1.5kV Auto Metro (CAT|LSS)se",Metro,ATH,GR,Southern Europe,FALSE,Athens,Greece
FALSE,Generation 3 (ATH),Standard Metro,750V Metro (TRA|MW),The 3rd Generation of Athens lines 2 and 3 rolling stock is a heavy metro EMU built by Siemens and Hyundai that entered service in 2014.,22.2,1.10,1.10,172,3,6,3,17.67,2.80,110,1802734,62500,93750000,18750000,FALSE,13,FALSE,500,50,#10069F,4.50|2.00|1.00|0.30|0.80,516,1032,"Hyundai,Siemens",Metro,ATH,GR,Southern Europe,FALSE,Athens,Greece
FALSE,Line 4 (ATH),Standard Metro,750V Metro (TRA|MW),,,,,,4,,4,,,,4448681,62500,93750000,18750000,FALSE,13,FALSE,500,50,,4.50|2.00|1.00|0.30|0.80,0,0,Alstom,Metro,ATH,GR,Southern Europe,FALSE,Athens,Greece
TRUE,Desiro Classic (ATH),Standard Commuter,25-GF Main Line (CAT|MW),The Siemens Desiro Classic is a family of metro DMUs and EMUs in service across the world since 1999. This model is the EMU used by Athens commuter rail. Cost is an estimate.,44.4,1.10,1.10,63,5,10,5,17.87,2.80,200,4300000,50000,75000000,15000000,TRUE,15,FALSE,600,60,#004587,6.75|3.00|1.50|0.30|0.80,315,630,Siemens,Commuter,ATH,GR,Southern Europe,FALSE,Athens,Greece
TRUE,Sirio (ATH),Standard LRT,750V LRT (CAT|UN),The Sirio is a artiuculated low-floor LRV family built by AnsaldoBreda/Hitachi that has been in service since 2002. This is the variant used by the Athens tram network. Acceleration is guesstimated.,19.4,1.34,1.34,54,5,5,5,6.46,2.40,40,578922,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#83B81A,5.06|2.25|1.13|0.30|0.70,270,270,AnsaldoBreda,LRT,ATH,GR,Southern Europe,FALSE,Athens,Greece
TRUE,IÉ 22000,Diesel Commuter,Irish Diesel Main Line,The IÉ Class 22000 is an Irish DMU used for both commuter rail and intercity services. It was built by Hyundai Rotem and entered service in 2007. Acceleration is guesstimated. Cost is an estimate.,44.4,0.70,0.70,100,3,10,1,23.40,2.85,250,3000000,41250,61875000,12375000,TRUE,15,FALSE,800,80,#169B62,6.75|3.00|1.50|0.30|0.80,300,1000,Hyundai,Commuter,DUB,IE,Western Europe,FALSE,Dublin,Ireland
TRUE,IÉ 29000,Diesel Commuter,Irish Diesel Main Line,The IÉ Class 29000 is an Irish commuter rail DMU built by CAF that entered service in 2003. Acceleration is guesstimated. Cost is an estimate.,33.3,0.90,0.90,205,4,8,4,20.37,2.90,250,3000000,41250,61875000,12375000,TRUE,15,FALSE,800,80,#FF883E,6.75|3.00|1.50|0.30|0.80,820,1640,CAF,Commuter,DUB,IE,Western Europe,FALSE,Dublin,Ireland
TRUE,Citadis 401,Standard LRT,750V LRT (CAT|UN),"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 1st generation, seven section version. Acceleration is a guesstimate.",19.4,1.30,1.20,38,7,7,7,5.83,2.40,60,1000000,50000,75000000,15000000,TRUE,6.7,FALSE,200,20,#4F3189,5.06|2.25|1.13|0.30|0.70,264,264,Alstom,LRT,"Generic, DUB","Generic, IE","Generic, Western Europe",TRUE,"Generic, Dublin","Generic, Ireland"
